degree_x,node,degree_y,degree_increase,degree_prob_x,cummulative_increase
1,102.42424242424242,1.3636363636363635,0.36363636363636365,0.0021739130434782618,0.36363636363636365
2,109.475,2.975,0.975,0.0043478260869565235,1.3386363636363636
3,107.7741935483871,3.5161290322580645,0.5161290322580645,0.00652173913043478,1.8547653958944281
4,56.285714285714285,4.714285714285714,0.7142857142857143,0.008695652173913045,2.5690511101801423
5,69.33333333333333,6.166666666666667,1.1666666666666667,0.010869565217391304,3.7357177768468093
6,60.57142857142857,8.142857142857142,2.142857142857143,0.013043478260869565,5.8785749197039525
7,170.5,7.0,0.0,0.015217391304347828,5.8785749197039525
8,15.666666666666666,16.333333333333332,8.333333333333334,0.017391304347826087,14.211908253037286
9,8.0,10.0,1.0,0.01956521739130435,15.211908253037286
17,29.0,26.0,9.0,0.03695652173913044,24.211908253037286
20,47.0,30.0,10.0,0.043478260869565216,34.211908253037286
