degree_x,node,degree_y,degree_increase,degree_prob_x,cummulative_increase
101,46.476190476190474,101.0,0.0,0.010253807106598985,0.0
100,48.705882352941174,100.82352941176471,0.8235294117647058,0.010152284263959392,0.8235294117647058
99,55.125,100.625,1.625,0.010050761421319795,2.4485294117647056
98,54.46666666666667,100.86666666666666,2.8666666666666667,0.009949238578680205,5.315196078431372
97,54.75,100.25,3.25,0.009847715736040609,8.565196078431372
96,51.0,100.33333333333333,4.333333333333333,0.009746192893401015,12.898529411764706
95,55.25,99.25,4.25,0.009644670050761422,17.148529411764706
94,74.0,98.66666666666667,4.666666666666667,0.009543147208121829,21.815196078431374
93,49.75,99.75,6.75,0.009441624365482234,28.565196078431374
92,79.8,99.0,7.0,0.00934010152284264,35.56519607843137
91,28.0,98.66666666666667,7.666666666666667,0.009238578680203046,43.231862745098034
88,36.0,99.0,11.0,0.008934010152284264,54.231862745098034
87,1.0,101.0,14.0,0.008832487309644671,68.23186274509803
86,45.0,95.0,9.0,0.008730964467005076,77.23186274509803
85,16.0,95.0,10.0,0.008629441624365483,87.23186274509803
83,33.0,89.0,6.0,0.008426395939086295,93.23186274509803
77,21.0,89.0,12.0,0.007817258883248732,105.23186274509803
62,56.0,84.0,22.0,0.006294416243654823,127.23186274509803
