node,degree_x,degree_y,degree_increase,degree_prob_x
0,1,2,1,0.0002320185614849188
1,1,1,0,0.0002320185614849188
2,1,1,0,0.0002320185614849188
3,9,9,0,0.0020881670533642693
4,7,7,0,0.0016241299303944316
5,2,2,0,0.0004640371229698376
6,15,15,0,0.0034802784222737818
8,9,9,0,0.0020881670533642693
9,1,1,0,0.0002320185614849188
10,3,4,1,0.0006960556844547563
12,1,1,0,0.0002320185614849188
13,9,10,1,0.0020881670533642693
14,3,3,0,0.0006960556844547563
15,1,1,0,0.0002320185614849188
16,1,1,0,0.0002320185614849188
17,1,1,0,0.0002320185614849188
18,1,1,0,0.0002320185614849188
19,1,1,0,0.0002320185614849188
20,1,1,0,0.0002320185614849188
21,1,1,0,0.0002320185614849188
22,2,2,0,0.0004640371229698376
23,2,2,0,0.0004640371229698376
24,5,5,0,0.001160092807424594
26,1,1,0,0.0002320185614849188
27,1,1,0,0.0002320185614849188
28,1,1,0,0.0002320185614849188
29,1,1,0,0.0002320185614849188
30,3,3,0,0.0006960556844547563
31,5,5,0,0.001160092807424594
32,1,1,0,0.0002320185614849188
33,1,1,0,0.0002320185614849188
34,1,1,0,0.0002320185614849188
35,11,11,0,0.002552204176334107
36,5,5,0,0.001160092807424594
37,1,1,0,0.0002320185614849188
38,5,5,0,0.001160092807424594
39,19,19,0,0.004408352668213457
40,2,2,0,0.0004640371229698376
41,3,3,0,0.0006960556844547563
42,7,7,0,0.0016241299303944316
43,12,12,0,0.0027842227378190253
44,2,2,0,0.0004640371229698376
45,1,1,0,0.0002320185614849188
46,7,7,0,0.0016241299303944316
47,9,9,0,0.0020881670533642693
48,2,2,0,0.0004640371229698376
50,1,1,0,0.0002320185614849188
51,6,6,0,0.0013921113689095127
52,1,1,0,0.0002320185614849188
53,13,13,0,0.0030162412993039443
54,1,2,1,0.0002320185614849188
55,1,1,0,0.0002320185614849188
56,2,2,0,0.0004640371229698376
58,4,6,2,0.0009280742459396752
59,2,2,0,0.0004640371229698376
60,4,5,1,0.0009280742459396752
61,2,2,0,0.0004640371229698376
62,1,2,1,0.0002320185614849188
64,1,1,0,0.0002320185614849188
65,1,2,1,0.0002320185614849188
66,1,1,0,0.0002320185614849188
68,4,4,0,0.0009280742459396752
69,1,1,0,0.0002320185614849188
70,7,7,0,0.0016241299303944316
71,9,9,0,0.0020881670533642693
72,3,3,0,0.0006960556844547563
73,3,3,0,0.0006960556844547563
74,1,1,0,0.0002320185614849188
75,2,3,1,0.0004640371229698376
77,5,5,0,0.001160092807424594
78,4,4,0,0.0009280742459396752
79,1,1,0,0.0002320185614849188
80,2,2,0,0.0004640371229698376
81,20,21,1,0.004640371229698376
82,5,5,0,0.001160092807424594
83,1,1,0,0.0002320185614849188
84,6,6,0,0.0013921113689095127
85,1,1,0,0.0002320185614849188
86,3,3,0,0.0006960556844547563
87,9,9,0,0.0020881670533642693
88,5,5,0,0.001160092807424594
89,1,1,0,0.0002320185614849188
90,1,1,0,0.0002320185614849188
91,1,1,0,0.0002320185614849188
93,2,2,0,0.0004640371229698376
94,1,2,1,0.0002320185614849188
95,1,2,1,0.0002320185614849188
96,25,25,0,0.00580046403712297
97,2,2,0,0.0004640371229698376
98,1,1,0,0.0002320185614849188
99,1,1,0,0.0002320185614849188
100,7,7,0,0.0016241299303944316
101,1,1,0,0.0002320185614849188
102,35,35,0,0.008120649651972157
103,5,5,0,0.001160092807424594
104,2,2,0,0.0004640371229698376
105,1,1,0,0.0002320185614849188
106,1,1,0,0.0002320185614849188
107,6,6,0,0.0013921113689095127
108,1,1,0,0.0002320185614849188
109,2,2,0,0.0004640371229698376
110,3,3,0,0.0006960556844547563
112,4,4,0,0.0009280742459396752
113,10,10,0,0.002320185614849188
114,2,2,0,0.0004640371229698376
115,1,1,0,0.0002320185614849188
116,6,6,0,0.0013921113689095127
117,32,32,0,0.007424593967517401
118,7,7,0,0.0016241299303944316
119,1,1,0,0.0002320185614849188
120,5,14,9,0.001160092807424594
121,1,1,0,0.0002320185614849188
122,7,7,0,0.0016241299303944316
123,10,11,1,0.002320185614849188
124,8,8,0,0.0018561484918793504
125,3,3,0,0.0006960556844547563
126,1,2,1,0.0002320185614849188
127,1,1,0,0.0002320185614849188
128,1,1,0,0.0002320185614849188
129,4,6,2,0.0009280742459396752
130,1,1,0,0.0002320185614849188
131,1,1,0,0.0002320185614849188
132,3,3,0,0.0006960556844547563
133,1,1,0,0.0002320185614849188
134,1,1,0,0.0002320185614849188
135,19,19,0,0.004408352668213457
136,2,2,0,0.0004640371229698376
137,1,1,0,0.0002320185614849188
138,2,2,0,0.0004640371229698376
139,6,6,0,0.0013921113689095127
140,8,8,0,0.0018561484918793504
141,1,1,0,0.0002320185614849188
142,1,1,0,0.0002320185614849188
143,5,5,0,0.001160092807424594
144,70,73,3,0.016241299303944315
145,2,2,0,0.0004640371229698376
147,2,3,1,0.0004640371229698376
148,2,2,0,0.0004640371229698376
