D,probability,D_E,probability_density
-475,3.344481605351171e-06,-0.794314381270903,0.002
-474,5.6856187290969886e-06,-0.7926421404682275,0.003399999999999999
-473,1.2374581939799326e-05,-0.7909698996655519,0.007399999999999997
-472,1.505016722408026e-05,-0.7892976588628763,0.008999999999999996
-471,1.839464882943143e-05,-0.7876254180602007,0.010999999999999994
-470,2.37458193979933e-05,-0.7859531772575251,0.014199999999999994
-469,2.3745819397993298e-05,-0.7842809364548495,0.014199999999999992
-468,2.4080267558528416e-05,-0.782608695652174,0.014399999999999993
-467,2.8428093645484938e-05,-0.7809364548494984,0.016999999999999994
-466,3.5785953177257505e-05,-0.7792642140468228,0.02139999999999999
-465,3.645484949832774e-05,-0.7775919732441472,0.02179999999999999
-464,4.147157190635449e-05,-0.7759197324414716,0.024799999999999985
-463,4.414715719063543e-05,-0.774247491638796,0.026399999999999986
-462,4.581939799331101e-05,-0.7725752508361204,0.027399999999999987
-461,4.8494983277591944e-05,-0.7709030100334449,0.028999999999999984
-460,5.719063545150499e-05,-0.7692307692307693,0.03419999999999998
-459,5.9531772575250806e-05,-0.7675585284280937,0.03559999999999998
-458,6.153846153846151e-05,-0.7658862876254181,0.03679999999999998
-457,6.956521739130431e-05,-0.7642140468227425,0.04159999999999998
-456,7.625418060200665e-05,-0.7625418060200669,0.045599999999999974
-455,7.558528428093641e-05,-0.7608695652173914,0.045199999999999976
-454,7.424749163879595e-05,-0.7591973244147158,0.04439999999999998
-453,8.260869565217387e-05,-0.7575250836120402,0.04939999999999997
-452,8.394648829431434e-05,-0.7558528428093646,0.050199999999999974
-451,9.130434782608691e-05,-0.754180602006689,0.05459999999999997
-450,8.695652173913039e-05,-0.7525083612040134,0.05199999999999997
-449,0.0001066889632107023,-0.7508361204013378,0.06379999999999997
-448,0.0001026755852842809,-0.7491638795986622,0.061399999999999975
-447,0.00010200668896321066,-0.7474916387959866,0.06099999999999997
-446,0.00011739130434782604,-0.745819397993311,0.07019999999999997
-445,0.0001010033444816053,-0.7441471571906354,0.060399999999999975
-444,0.00011839464882943138,-0.7424749163879598,0.07079999999999996
-443,0.0001227424749163879,-0.7408026755852842,0.07339999999999997
-442,0.00012107023411371232,-0.7391304347826086,0.07239999999999996
-441,0.00012775919732441464,-0.7374581939799331,0.07639999999999995
-440,0.00012575250836120396,-0.7357859531772575,0.07519999999999998
-439,0.0001324414715719063,-0.7341137123745819,0.07919999999999996
-438,0.0001327759197324414,-0.7324414715719063,0.07939999999999996
-437,0.00014180602006688955,-0.7307692307692307,0.08479999999999994
-436,0.00014581939799331096,-0.7290969899665551,0.08719999999999996
-435,0.00014615384615384607,-0.7274247491638796,0.08739999999999995
-434,0.00014515050167224073,-0.725752508361204,0.08679999999999996
-433,0.00015785953177257516,-0.7240802675585284,0.09439999999999994
-432,0.0001565217391304347,-0.7224080267558528,0.09359999999999995
-431,0.00015752508361204006,-0.7207357859531772,0.09419999999999995
-430,0.00016020066889632097,-0.7190635451505016,0.09579999999999994
-429,0.00016789297658862867,-0.717391304347826,0.10039999999999995
-428,0.00014782608695652167,-0.7157190635451505,0.08839999999999996
-427,0.00016822742474916378,-0.7140468227424749,0.10059999999999994
-426,0.00017290969899665543,-0.7123745819397993,0.10339999999999995
-425,0.00018260869565217382,-0.7107023411371237,0.10919999999999994
-424,0.00018494983277591963,-0.7090301003344481,0.11059999999999993
-423,0.00018260869565217382,-0.7073578595317725,0.10919999999999994
-422,0.0001919732441471571,-0.705685618729097,0.11479999999999994
-421,0.0002010033444816053,-0.7040133779264214,0.12019999999999997
-420,0.00019765886287625406,-0.7023411371237458,0.11819999999999993
-419,0.00019866220735785943,-0.7006688963210702,0.11879999999999993
-418,0.0002036789297658864,-0.6989966555183946,0.12180000000000007
-417,0.00020200668896321066,-0.697324414715719,0.12079999999999998
-416,0.00020334448160535122,-0.6956521739130435,0.12160000000000003
-415,0.00021237458193979993,-0.6939799331103679,0.12700000000000036
-414,0.00023076923076923247,-0.6923076923076923,0.138000000000001
-413,0.00021705685618729186,-0.6906354515050167,0.12980000000000053
-412,0.00021505016722408093,-0.6889632107023411,0.1286000000000004
-411,0.00023779264214047026,-0.6872909698996655,0.14220000000000121
-410,0.0002214046822742485,-0.68561872909699,0.1324000000000006
-409,0.00025317725752508664,-0.6839464882943144,0.1514000000000018
-408,0.00025050167224080554,-0.6822742474916388,0.1498000000000017
-407,0.00022608695652174055,-0.6806020066889632,0.13520000000000085
-406,0.00024581939799331386,-0.6789297658862876,0.14700000000000168
-405,0.00025250836120401643,-0.677257525083612,0.15100000000000183
-404,0.00025451505016722706,-0.6755852842809364,0.15220000000000178
-403,0.00025451505016722706,-0.6739130434782609,0.15220000000000178
-402,0.0002561872909699029,-0.6722408026755853,0.15320000000000195
-401,0.0002528428093645514,-0.6705685618729097,0.15120000000000172
-400,0.00025518394648829743,-0.6688963210702341,0.15260000000000187
-399,0.00025083612040134064,-0.6672240802675585,0.15000000000000172
-398,0.0002695652173913081,-0.6655518394648829,0.16120000000000226
-397,0.0002735785953177298,-0.6638795986622074,0.16360000000000244
-396,0.0002866220735786002,-0.6622073578595318,0.1714000000000029
-395,0.00027658862876254586,-0.6605351170568562,0.16540000000000243
-394,0.0002973244147157243,-0.6588628762541806,0.17780000000000312
-393,0.0002872909698996704,-0.657190635451505,0.1718000000000029
-392,0.00029632107023411876,-0.6555183946488294,0.17720000000000302
-391,0.0003013377926421456,-0.6538461538461539,0.18020000000000308
-390,0.0002872909698996702,-0.6521739130434783,0.17180000000000276
