D,probability,D_E,probability_density
-126,7.042253521126761e-08,-0.044366197183098595,0.0002
-116,7.042253521126761e-08,-0.04084507042253521,0.0002
-113,1.4084507042253522e-07,-0.0397887323943662,0.0004
-110,7.042253521126761e-08,-0.03873239436619718,0.0002
-109,7.042253521126761e-08,-0.03838028169014084,0.0002
-108,1.4084507042253522e-07,-0.038028169014084505,0.0004
-107,2.8169014084507043e-07,-0.03767605633802817,0.0008
-105,7.042253521126761e-08,-0.03697183098591549,0.0002
-104,7.042253521126761e-08,-0.036619718309859155,0.0002
-103,2.1126760563380284e-07,-0.03626760563380282,0.0006000000000000001
-102,1.4084507042253522e-07,-0.03591549295774648,0.0004
-101,2.8169014084507043e-07,-0.03556338028169014,0.0008
-100,1.4084507042253522e-07,-0.035211267605633804,0.0004
-99,7.042253521126761e-08,-0.03485915492957747,0.0002
-98,4.225352112676057e-07,-0.03450704225352113,0.0012000000000000001
-97,1.1971830985915499e-06,-0.03415492957746479,0.0034000000000000015
-96,9.859154929577468e-07,-0.03380281690140845,0.002800000000000001
-95,8.450704225352114e-07,-0.03345070422535211,0.0024000000000000002
-94,9.859154929577468e-07,-0.03309859154929577,0.002800000000000001
-93,1.4788732394366204e-06,-0.032746478873239435,0.004200000000000002
-92,2.0422535211267608e-06,-0.0323943661971831,0.0058000000000000005
-91,2.323943661971831e-06,-0.03204225352112676,0.006600000000000001
-90,2.183098591549296e-06,-0.03169014084507042,0.0062000000000000015
-89,3.732394366197182e-06,-0.031338028169014084,0.010599999999999997
-88,4.436619718309857e-06,-0.030985915492957747,0.012599999999999995
-87,4.788732394366194e-06,-0.03063380281690141,0.013599999999999992
-86,6.126760563380277e-06,-0.03028169014084507,0.017399999999999985
-85,6.478873239436615e-06,-0.02992957746478873,0.018399999999999986
-84,7.957746478873232e-06,-0.029577464788732393,0.022599999999999978
-83,1.0070422535211259e-05,-0.029225352112676056,0.028599999999999976
-82,1.2323943661971818e-05,-0.028873239436619718,0.03499999999999996
-81,1.373239436619717e-05,-0.02852112676056338,0.038999999999999965
-80,1.7253521126760545e-05,-0.028169014084507043,0.048999999999999946
-79,1.816901408450702e-05,-0.027816901408450705,0.05159999999999994
-78,2.2676056338028143e-05,-0.027464788732394368,0.06439999999999993
-77,2.6690140845070392e-05,-0.027112676056338027,0.07579999999999991
-76,3.077464788732391e-05,-0.02676056338028169,0.08739999999999991
-75,3.971830985915488e-05,-0.02640845070422535,0.11279999999999987
-74,4.176056338028164e-05,-0.026056338028169014,0.11859999999999986
-73,5.330985915492952e-05,-0.025704225352112677,0.15139999999999984
-72,5.908450704225345e-05,-0.02535211267605634,0.1677999999999998
-71,7.338028169014076e-05,-0.025,0.20839999999999975
-70,8.211267605633794e-05,-0.02464788732394366,0.23319999999999974
-69,9.457746478873228e-05,-0.024295774647887323,0.2685999999999997
-68,0.00011894366197183288,-0.023943661971830985,0.3378000000000054
-67,0.00012760563380281975,-0.023591549295774648,0.3624000000000081
-66,0.0001423239436619764,-0.02323943661971831,0.404200000000013
-65,0.00017225352112676723,-0.022887323943661973,0.48920000000001895
-64,0.00019922535211268548,-0.022535211267605635,0.5658000000000267
-63,0.00022373239436620883,-0.022183098591549297,0.635400000000033
