D,probability,D_E,probability_density
-82,6.688963210702341e-07,-0.13712374581939799,0.0004
-81,3.3444816053511706e-07,-0.1354515050167224,0.0002
-79,3.3444816053511706e-07,-0.13210702341137123,0.0002
-77,3.3444816053511706e-07,-0.12876254180602006,0.0002
-76,3.3444816053511706e-07,-0.12709030100334448,0.0002
-75,6.688963210702341e-07,-0.1254180602006689,0.0004
-74,6.688963210702341e-07,-0.12374581939799331,0.0004
-73,3.3444816053511706e-07,-0.12207357859531773,0.0002
-72,6.688963210702341e-07,-0.12040133779264214,0.0004
-71,1.3377926421404683e-06,-0.11872909698996656,0.0008
-70,2.0066889632107025e-06,-0.11705685618729098,0.0012000000000000001
-69,3.344481605351171e-06,-0.11538461538461539,0.002
-68,4.347826086956521e-06,-0.11371237458193979,0.0026
-67,4.347826086956521e-06,-0.11204013377926421,0.0026
-66,7.023411371237457e-06,-0.11036789297658862,0.004199999999999999
-65,6.020066889632106e-06,-0.10869565217391304,0.0035999999999999995
-64,7.69230769230769e-06,-0.10702341137123746,0.004599999999999999
-63,6.354515050167223e-06,-0.10535117056856187,0.0037999999999999996
-62,1.5384615384615377e-05,-0.10367892976588629,0.009199999999999995
-61,1.806020066889631e-05,-0.1020066889632107,0.010799999999999994
-60,2.1070234113712364e-05,-0.10033444816053512,0.012599999999999993
-59,2.675585284280935e-05,-0.09866220735785954,0.015999999999999993
-58,4.214046822742473e-05,-0.09698996655518395,0.025199999999999986
-57,4.3143812709030075e-05,-0.09531772575250837,0.025799999999999986
-56,5.9866220735785924e-05,-0.09364548494983277,0.035799999999999985
-55,6.722408026755849e-05,-0.09197324414715718,0.04019999999999998
-54,8.862876254180598e-05,-0.0903010033444816,0.05299999999999997
-53,0.00010367892976588624,-0.08862876254180602,0.06199999999999997
-52,0.00012575250836120396,-0.08695652173913043,0.07519999999999998
-51,0.00015752508361204006,-0.08528428093645485,0.09419999999999995
-50,0.00017692307692307682,-0.08361204013377926,0.10579999999999994
-49,0.00022140468227424876,-0.08193979933110368,0.13240000000000077
-48,0.000264548494983281,-0.0802675585284281,0.15820000000000203
-47,0.00030535117056856734,-0.07859531772575251,0.18260000000000326
-46,0.0003799331103679027,-0.07692307692307693,0.22720000000000581
-45,0.000403678929765897,-0.07525083612040134,0.24140000000000642
-44,0.0005210702341137297,-0.07357859531772576,0.31160000000001037
-43,0.0006347826086956756,-0.07190635451505016,0.37960000000001404
-42,0.0007143812709030371,-0.07023411371237458,0.42720000000001623
-41,0.0008886287625418424,-0.06856187290969899,0.5314000000000217
-40,0.001021070234113755,-0.06688963210702341,0.6106000000000256
-39,0.0011792642140468746,-0.06521739130434782,0.705200000000031
-38,0.0013311036789298266,-0.06354515050167224,0.7960000000000362
-37,0.0015729096989967291,-0.061872909698996656,0.9406000000000441
-36,0.001806020066889677,-0.06020066889632107,1.0800000000000267
-35,0.0020755852842809417,-0.05852842809364549,1.2412000000000032
-34,0.002357859531772563,-0.056856187290969896,1.4099999999999926
-33,0.002617391304347786,-0.05518394648829431,1.565199999999976
-32,0.0030605351170568023,-0.05351170568561873,1.8301999999999679
-31,0.003468227424749111,-0.051839464882943144,2.0739999999999683
-30,0.003890301003344414,-0.05016722408026756,2.3263999999999596
-29,0.0043829431438126365,-0.048494983277591976,2.6209999999999565
-28,0.004991973244147102,-0.046822742474916385,2.985199999999967
-27,0.00545217391304343,-0.0451505016722408,3.2603999999999713
-26,0.006156521739130388,-0.043478260869565216,3.681599999999972
-25,0.006731103678929753,-0.04180602006688963,4.025199999999993
-24,0.007481605351170513,-0.04013377926421405,4.473999999999967
-23,0.008197324414715658,-0.038461538461538464,4.901999999999964
-22,0.008973244147157096,-0.03678929765886288,5.365999999999943
-21,0.00981471571906348,-0.03511705685618729,5.869199999999961
-20,0.010814381270902914,-0.033444816053511704,6.466999999999943
-19,0.011582274247491536,-0.03177257525083612,6.926199999999938
-18,0.012626755852842708,-0.030100334448160536,7.550799999999939
-17,0.013553511705685537,-0.028428093645484948,8.10499999999995
-16,0.014496989966555065,-0.026755852842809364,8.669199999999929
-15,0.015530434782608469,-0.02508361204013378,9.287199999999864
-14,0.01665083612040104,-0.023411371237458192,9.95719999999982
-13,0.017691638795986217,-0.021739130434782608,10.579599999999758
-12,0.018799665551839047,-0.020066889632107024,11.24219999999975
-11,0.01979565217391262,-0.01839464882943144,11.837799999999747
-10,0.020678929765885902,-0.016722408026755852,12.365999999999769
-9,0.021750501672240515,-0.015050167224080268,13.006799999999828
-8,0.022606020066889432,-0.013377926421404682,13.51839999999988
-7,0.023419397993310963,-0.011705685618729096,14.004799999999955
-6,0.024337458193979894,-0.010033444816053512,14.553799999999976
-5,0.024959866220735826,-0.008361204013377926,14.926000000000023
-4,0.025597658862876373,-0.006688963210702341,15.30740000000007
-3,0.026137792642140653,-0.005016722408026756,15.63040000000011
-2,0.026651170568562112,-0.0033444816053511705,15.937400000000142
-1,0.02699832775919761,-0.0016722408026755853,16.14500000000017
0,0.027038795986622285,0.0,16.169200000000128
1,0.02702675585284306,0.0016722408026755853,16.16200000000015
2,0.026611371237458353,0.0033444816053511705,15.913600000000095
3,0.026186287625418362,0.005016722408026756,15.659400000000181
4,0.02553076923076932,0.006688963210702341,15.267400000000052
5,0.025080936454849594,0.008361204013377926,14.998400000000057
6,0.024242140468227407,0.010033444816053512,14.49679999999999
7,0.023385618729096874,0.011705685618729096,13.984599999999931
8,0.022632775919732243,0.013377926421404682,13.53439999999988
9,0.021695986622073282,0.015050167224080268,12.974199999999822
10,0.020677257525083193,0.016722408026755852,12.36499999999975
11,0.019747491638795543,0.01839464882943144,11.808999999999735
12,0.018569899665551434,0.020066889632107024,11.104799999999758
13,0.017632107023410972,0.021739130434782608,10.54399999999976
14,0.016646153846153505,0.023411371237458192,9.954399999999795
15,0.015635785953177033,0.02508361204013378,9.350199999999866
16,0.014537792642140362,0.026755852842809364,8.693599999999936
17,0.013563210702341056,0.028428093645484948,8.110799999999951
18,0.01257959866220725,0.030100334448160536,7.522599999999936
19,0.011706354515050007,0.03177257525083612,7.000399999999904
20,0.010867892976588515,0.033444816053511704,6.498999999999932
21,0.00984648829431426,0.03511705685618729,5.888199999999927
22,0.00901739130434771,0.03678929765886288,5.39239999999993
23,0.00822207357859525,0.038461538461538464,4.916799999999959
24,0.00745083612040131,0.04013377926421405,4.455599999999984
25,0.006727090301003315,0.04180602006688963,4.022799999999982
26,0.006037458193979894,0.043478260869565216,3.6103999999999763
27,0.005486622073578534,0.0451505016722408,3.2809999999999633
28,0.004930769230769149,0.046822742474916385,2.948599999999951
29,0.0043732441471571225,0.048494983277591976,2.6151999999999593
30,0.003862541806019999,0.05016722408026756,2.3097999999999597
31,0.0034862876254179915,0.051839464882943144,2.084799999999959
32,0.0029862876254180114,0.05351170568561873,1.7857999999999707
33,0.0026464882943143405,0.05518394648829431,1.5825999999999756
34,0.002378260869565192,0.056856187290969896,1.4221999999999848
35,0.0020735785953177287,0.05852842809364549,1.2400000000000018
36,0.0017471571906355016,0.06020066889632107,1.04480000000003
37,0.0015822742474917145,0.061872909698996656,0.9462000000000452
38,0.0014147157190636114,0.06354515050167224,0.8460000000000396
39,0.0011675585284281456,0.06521739130434782,0.698200000000031
40,0.001014381270903053,0.06688963210702341,0.6066000000000257
41,0.0008595317725752862,0.06856187290969899,0.5140000000000211
42,0.0007528428093645785,0.07023411371237458,0.4502000000000179
43,0.0006153846153846369,0.07190635451505016,0.3680000000000129
44,0.0005257525083612219,0.07357859531772576,0.3144000000000107
45,0.00044113712374583213,0.07525083612040134,0.26380000000000764
46,0.0003789297658862972,0.07692307692307693,0.22660000000000574
47,0.0003036789297658919,0.07859531772575251,0.18160000000000337
48,0.0002608695652173946,0.0802675585284281,0.15600000000000197
49,0.0002244147157190649,0.08193979933110368,0.1342000000000008
50,0.00018561872909698986,0.08361204013377926,0.11099999999999995
51,0.00016287625418060192,0.08528428093645485,0.09739999999999994
52,0.00012173913043478254,0.08695652173913043,0.07279999999999996
53,0.00010936454849498323,0.08862876254180602,0.06539999999999997
54,9.364548494983272e-05,0.0903010033444816,0.055999999999999966
55,6.32107023411371e-05,0.09197324414715718,0.037799999999999986
56,5.9531772575250806e-05,0.09364548494983277,0.03559999999999998
57,4.8494983277591944e-05,0.09531772575250837,0.028999999999999984
58,3.979933110367891e-05,0.09698996655518395,0.023799999999999988
59,2.8762541806020052e-05,0.09866220735785954,0.01719999999999999
60,2.3076923076923066e-05,0.10033444816053512,0.013799999999999993
61,1.7725752508361193e-05,0.1020066889632107,0.010599999999999993
62,1.2709030100334443e-05,0.10367892976588629,0.0075999999999999965
63,1.505016722408026e-05,0.10535117056856187,0.008999999999999996
64,8.026755852842807e-06,0.10702341137123746,0.004799999999999999
65,6.354515050167223e-06,0.10869565217391304,0.0037999999999999996
66,6.354515050167223e-06,0.11036789297658862,0.0037999999999999996
67,3.344481605351171e-06,0.11204013377926421,0.002
68,3.0100334448160537e-06,0.11371237458193979,0.0018000000000000002
69,4.013377926421405e-06,0.11538461538461539,0.0024000000000000002
70,3.0100334448160537e-06,0.11705685618729098,0.0018000000000000002
71,3.0100334448160537e-06,0.11872909698996656,0.0018000000000000002
72,1.0033444816053512e-06,0.12040133779264214,0.0006000000000000001
73,1.3377926421404683e-06,0.12207357859531773,0.0008
74,6.688963210702341e-07,0.12374581939799331,0.0004
75,3.3444816053511706e-07,0.1254180602006689,0.0002
76,6.688963210702341e-07,0.12709030100334448,0.0004
85,3.3444816053511706e-07,0.14214046822742474,0.0002
