degree_x,node,degree_y,degree_increase,degree_prob_x,cummulative_increase
1,1169.9633802816902,1.7605633802816902,0.7605633802816901,0.00026595744680850864,0.7605633802816901
2,1139.361581920904,2.9124293785310735,0.9124293785310734,0.0005319148936170174,1.6729927588127635
3,1079.0147783251232,3.9310344827586206,0.9310344827586207,0.0007978723404255287,2.604027241571384
4,976.0619469026549,5.300884955752212,1.3008849557522124,0.0010638297872340439,3.9049121973235965
5,918.6923076923077,6.75,1.75,0.001329787234042554,5.654912197323597
6,731.1363636363636,8.477272727272727,2.477272727272727,0.0015957446808510646,8.132184924596324
7,802.1739130434783,8.869565217391305,1.8695652173913044,0.0018617021276595748,10.001750141987628
8,911.0555555555555,11.11111111111111,3.111111111111111,0.0021276595744680856,13.112861253098739
9,1074.9375,10.5,1.5,0.0023936170212765966,14.612861253098739
10,431.72727272727275,14.818181818181818,4.818181818181818,0.0026595744680851068,19.431043071280556
11,489.3333333333333,14.333333333333334,3.3333333333333335,0.0029255319148936173,22.764376404613888
12,836.7142857142857,16.0,4.0,0.003191489361702128,26.764376404613888
13,741.5714285714286,15.571428571428571,2.5714285714285716,0.003457446808510637,29.33580497604246
14,301.0,17.333333333333332,3.3333333333333335,0.003723404255319149,32.669138309375796
15,651.5,20.25,5.25,0.003989361702127659,37.919138309375796
16,159.5,28.0,12.0,0.00425531914893617,49.919138309375796
17,396.0,19.0,2.0,0.00452127659574468,51.919138309375796
20,1044.0,23.0,3.0,0.0053191489361702135,54.919138309375796
21,136.0,40.0,19.0,0.0055851063829787245,73.9191383093758
23,2.0,49.0,26.0,0.006117021276595746,99.9191383093758
31,237.0,40.0,9.0,0.00824468085106383,108.9191383093758
33,44.0,47.0,14.0,0.008776595744680852,122.9191383093758
