degree_x,node,degree_y,degree_increase,degree_prob_x,cummulative_increase
1,1048.66318537859,2.3942558746736293,1.3942558746736293,0.0002659574468085083,1.3942558746736293
2,1060.232786885246,2.8819672131147542,0.8819672131147541,0.0005319148936170188,2.2762230877883836
3,933.4204545454545,3.6988636363636362,0.6988636363636364,0.0007978723404255292,2.97508672415202
4,870.5445544554456,4.544554455445544,0.5445544554455446,0.0010638297872340439,3.5196411795975644
5,783.4383561643835,5.876712328767123,0.8767123287671232,0.0013297872340425523,4.396353508364688
6,607.8,7.425,1.425,0.0015957446808510644,5.8213535083646875
7,655.4137931034483,8.517241379310345,1.5172413793103448,0.0018617021276595752,7.338594887675033
8,309.3125,9.0,1.0,0.002127659574468085,8.338594887675033
9,538.1333333333333,11.0,2.0,0.0023936170212765966,10.338594887675033
10,493.6666666666667,12.666666666666666,2.6666666666666665,0.0026595744680851068,13.005261554341699
11,442.5,11.166666666666666,0.16666666666666666,0.0029255319148936173,13.171928221008365
12,652.5,15.0,3.0,0.0031914893617021275,16.171928221008365
13,635.6666666666666,21.0,8.0,0.003457446808510638,24.171928221008365
14,261.375,15.75,1.75,0.0037234042553191482,25.921928221008365
15,316.0,16.666666666666668,1.6666666666666667,0.003989361702127659,27.588594887675033
17,258.0,19.0,2.0,0.00452127659574468,29.588594887675033
20,358.5,20.0,0.0,0.0053191489361702135,29.588594887675033
21,51.0,21.0,0.0,0.0055851063829787245,29.588594887675033
26,27.0,26.0,0.0,0.006914893617021276,29.588594887675033
29,63.0,29.0,0.0,0.0077127659574468075,29.588594887675033
31,29.0,31.0,0.0,0.00824468085106383,29.588594887675033
34,136.0,40.0,6.0,0.00904255319148936,35.58859488767503
40,237.0,40.0,0.0,0.010638297872340424,35.58859488767503
47,44.0,47.0,0.0,0.0125,35.58859488767503
49,2.0,49.0,0.0,0.013031914893617021,35.58859488767503
