ratio_pair,best_feature,best_feature_std,node2vec,node2vec_std,collection_feature,collection_feature_std,line,line_std,struct2vec,struct2vec_std,deepwalk,deepwalk_std,sdne,sdne_std,ensemble,ensemble_std,ratio_all
0.01,0.5216583445602138,0.027143678251133643,0.5340133179772851,0.01912846522261856,0.5156252843335489,0.01890226836115339,0.5095637356773308,0.010676479475041935,0.5085058239925511,0.011531655106164084,0.5399448686098763,0.021631686540576758,0.5198216008413181,0.012453541011422797,0.5348344683854209,0.01964848162577274,9.939225739060372e-05
0.02,0.5220020071963519,0.025179001992301147,0.5590665560177411,0.015142464510236327,0.5329236020657688,0.011572637380327534,0.5163392720751079,0.010576240948492237,0.5190779832094903,0.011004741254777874,0.5582537610706284,0.01666732976661079,0.5284843074315055,0.012956914602018945,0.5490469337071769,0.016523233215459357,0.0004031148242988819
0.03,0.5240078444840143,0.025568347340273575,0.5750929806825791,0.01397792247612461,0.5383336939602172,0.011613482361875063,0.5220080601918828,0.01157836386470296,0.5261618297468711,0.01046381876144896,0.5781644803859962,0.01397436963537194,0.5510719098679128,0.011836923817248726,0.5754605604957272,0.016851932873558816,0.0008950119436445262
0.04,0.5318171435705131,0.01279441593701345,0.5931928242494476,0.01138485313856854,0.5436368682836193,0.011698045701847012,0.5350662909507087,0.010013107528282595,0.533545127865538,0.010000002468907952,0.5933731727591492,0.013980008539553081,0.5530532582283616,0.011106197346503314,0.585711861869284,0.01596514887743452,0.0016018422520997881
0.05,0.5347877002718254,0.018062815282206754,0.6078785639565905,0.01140115881807083,0.541986733205496,0.016669037882853233,0.5368117645093672,0.006676394245368822,0.5357627489960929,0.01100269906360909,0.6081205848512085,0.009667065253488096,0.5648241886963526,0.012399774689064093,0.6069999368908852,0.00886044907032179,0.00248598925433213
0.06,0.5376511161585606,0.011152518156902467,0.6224750363399653,0.010799948506395686,0.5537959735038019,0.010008719646453801,0.5470823819541148,0.011112858507176701,0.5396805573733322,0.009229229509148132,0.622785664438813,0.012889905611018037,0.5699782039955521,0.009508801539437894,0.6214641668027148,0.014300026256493799,0.003595643994258438
0.07,0.5427403184560722,0.006551619677750498,0.6332202745121842,0.011513002616843493,0.5567934518911128,0.006740898013724622,0.5541047370165753,0.010995452435085335,0.5468222056504863,0.0074065040522420834,0.6359613709669099,0.011908040956574075,0.5818701623674708,0.010591472431016108,0.635021060204538,0.017171435063184904,0.00491012483633531
0.08,0.5429347733255744,0.006406468036263191,0.6437677592998055,0.009884668543983049,0.5575857889276309,0.0077493006275853316,0.56231378147055,0.007758033479317214,0.5525678502316873,0.008268189925541885,0.6475808474463657,0.009333931234149873,0.5890769693224236,0.010171120099166505,0.6428233958276884,0.01577663759931216,0.006386432393787407
0.09,0.5406653940926962,0.007692753822385308,0.6513978205018838,0.00962506722008157,0.5565589527177248,0.006992435431872707,0.5633628306371758,0.006945281348999502,0.5574897943784534,0.007582008300739764,0.653506902845494,0.010986160531268746,0.5954829104129651,0.007165003206976727,0.6582090405748133,0.010070001865062834,0.008102576096023984
0.1,0.5414575996410897,0.005839340093660867,0.6642526109102028,0.009451539621448448,0.5628589143450388,0.004664498132252557,0.5641387923907084,0.00950364674772939,0.5648321293547688,0.00555273638379687,0.6606422730915864,0.0066247022203955825,0.6014118199532227,0.005645645888896106,0.6667446368173342,0.020154509442424924,0.009972033045853878
0.2,0.543838299888785,0.004926992085620803,0.7222983604318386,0.006902423654313768,0.5700642243553073,0.005453278216825793,0.611157012741886,0.0052068714916422825,0.6075270011825104,0.005843755773482887,0.7298345649369182,0.006412896049531305,0.647118011102158,0.006523066395773211,0.7353947355686837,0.006172351457964364,0.039938193073833575
0.3,0.5461721862867815,0.003081922852789924,0.7553837133568322,0.006559652732191175,0.5730418180072095,0.002637823045608368,0.6377888729456236,0.005368963086364074,0.6373034365649716,0.006471355472951193,0.7672398211514184,0.004129288999443284,0.666324100782016,0.0034495016601545597,0.7705324236652057,0.0033207670211196296,0.08989733267813156
0.4,0.5449658367588566,0.005137611514800708,0.7714122527691187,0.003747562578584044,0.5735866766417445,0.0021323203489477674,0.6473918181405932,0.006381605761905041,0.6591054557782517,0.0031593837871397848,0.7894245552112605,0.00664876865101876,0.6785806848957328,0.003999386933124178,0.7915728540572402,0.006882901979933769,0.15985632212808928
0.5,0.5443686023814808,0.005154920390972862,0.7838777362149844,0.0029468079250267185,0.5728820224584456,0.002646091241390978,0.6618264566656025,0.006587902463370899,0.6836883300036323,0.004979028003713391,0.8071206633617052,0.0029534562441880094,0.690529744589763,0.003926988273827454,0.8095352512341846,0.0017186544446227696,0.2495412855732985
0.6,0.5482621241422683,0.0017523914516951618,0.7908719935792946,0.0038425223525258095,0.5756468147898224,0.003262575470089825,0.6670854663148272,0.007542670437827789,0.6999393370049765,0.005510135861132849,0.8216014536999529,0.0037603940903181356,0.6961614881377217,0.003117646267936067,0.8238158378039326,0.003460847807331428,0.3594335385017685
0.7,0.548536541830461,0.004553744279939379,0.7958436148669579,0.0041639742188866406,0.5760973180331399,0.004651974653716207,0.6714189886738919,0.0029975714485189426,0.7120702663312739,0.007927339517617834,0.8308873474005735,0.0020490712389258066,0.7023217823655465,0.0036561717137070394,0.8332223480932713,0.002303413395383357,0.4893227373476199
0.8,0.54564390868041,0.002588290386267708,0.7974919904380267,0.004315946451925058,0.5723012077183902,0.0034254647860149806,0.675809971497257,0.004832498981198842,0.7227301816629764,0.003268648034884557,0.8370950771507694,0.005433449211358948,0.7049804436770086,0.005809629264686687,0.839334902685882,0.005256834222651398,0.6391964447985191
0.9,0.5455647672341275,0.005204265255988821,0.8036900837922832,0.00625981105120948,0.5721760670755144,0.006448061641278698,0.6779620931201443,0.007479884941661806,0.7299407404338705,0.009181402296309026,0.8470663941454362,0.006333136398867126,0.7079217012164036,0.0073323230634139425,0.8486372476498163,0.006794693898260712,0.8090887005600897
