ratio_pair,best_feature,best_feature_std,node2vec,node2vec_std,collection_feature,collection_feature_std,line,line_std,struct2vec,struct2vec_std,deepwalk,deepwalk_std,sdne,sdne_std,ensemble,ensemble_std,ratio_all
0.01,0.8149282547985163,0.014870645633433361,0.5635254728550066,0.015509231706849279,0.829208522102002,0.014023930202926164,0.5773333868475448,0.026728301397662874,0.7808127416614102,0.031063586843862786,0.6412881620959926,0.030346830197926732,0.598946805065988,0.041596420262063616,0.7186299150588449,0.06537802947166167,0.0002547202852867196
0.02,0.8137467152721227,0.018960932071935083,0.5477965278917838,0.030238865728606644,0.8346072650515826,0.01803305429497001,0.598631340734322,0.0189987982474932,0.7959693385533825,0.027925554767935696,0.651717218225524,0.029514439289463155,0.6168421330155787,0.02223400426850257,0.7644151308944354,0.047012031440459096,0.0004440547830556428
0.03,0.8153637513985391,0.01788926216771823,0.5489957450508395,0.035767300659849635,0.8453897836379405,0.01034443187656395,0.6106380017651941,0.020887201741133905,0.8039806550467163,0.020089915042942386,0.65408482775139,0.03405175458659193,0.6201867699024548,0.018895917030299473,0.7919261505752192,0.047587087856962,0.0006748950415967323
0.04,0.8175082330573357,0.014452547387450724,0.5624528452908886,0.02266156659520314,0.8502984294829797,0.014458751681429478,0.6049888873599338,0.01944832773052392,0.8159723779350226,0.013776511269270908,0.6733975074134522,0.024983931266437696,0.6204684057281356,0.015302729593223551,0.8156553086019072,0.01889206927045628,0.0009440191525395461
0.05,0.8181069229112893,0.013469891105149949,0.5411158514187971,0.036678806677696386,0.8530494490516661,0.011342393610948548,0.6251215258369409,0.02363954544218632,0.8277322042504167,0.017797184466466852,0.672994844341745,0.028373340792056508,0.6285712240255216,0.010515367175017925,0.840088519601359,0.01892079089803059,0.00126886332588883
0.06,0.8215183797026435,0.0005803402442843605,0.5427713453958908,0.04072060994613969,0.8564389032666128,0.009732757799272868,0.6231981566438434,0.02147710981266048,0.8345698329268595,0.01283103545210247,0.6856286441085244,0.020128232545805508,0.6323998293086448,0.013892558063004587,0.8418516145247847,0.019768933829856457,0.001713676205031635
0.07,0.8180830054941044,0.013275262620087451,0.556008859877214,0.0367996074852582,0.855197224477152,0.010560371516929123,0.6374906049755048,0.01833109090815164,0.8338937940187193,0.014876502266606377,0.6955345566969183,0.016640474346953222,0.6256827515429011,0.013761309353897258,0.8529606932789848,0.016267928389025344,0.0021882443555955827
0.08,0.819563618342406,0.006544733696678982,0.5510134773130873,0.03369058945057489,0.8564720569966056,0.007675637110628566,0.633458354773287,0.021533597817895708,0.8370964870472916,0.017786203240662143,0.7030013516937472,0.01562417557822133,0.6259560917187271,0.009885696553101248,0.8535112784388662,0.01804797414845148,0.00275814308912026
0.09,0.8211394156198034,0.00043815011983532764,0.5611492810530582,0.026145642060154867,0.8589045037239915,0.008645699219153894,0.6495728239453348,0.013538447080366375,0.8458398334334781,0.013363790213288346,0.7178679764682866,0.01851302896382934,0.6274171569106941,0.02044379314167371,0.8548691921803167,0.016911676788751457,0.003279523673066514
0.1,0.8210131086236702,0.0004836795091654387,0.5337915667798391,0.04390447818473088,0.8653911391774198,0.004431267817268043,0.6488002661035486,0.022123074526608562,0.8498373531656634,0.00787543141290098,0.7304100021783309,0.015350507566538286,0.6296100675842535,0.018154038982571414,0.8651108120806084,0.011187991628622341,0.003905711041063033
0.2,0.8210645239876799,0.0003369275608775687,0.5669529179065086,0.022476928060245347,0.8687562137110574,0.00403863500974411,0.70646573975789,0.007474551844103816,0.8795222765529201,0.00844900143236234,0.788077505350897,0.010017245845380926,0.6302228525356581,0.004789818704267374,0.8859834339708007,0.008569800057687416,0.014382030393588327
0.3,0.8213097015016826,0.0008924427812840286,0.565929121661532,0.019980410868425648,0.8706196125575663,0.003563749817573135,0.7400757091142598,0.0132192469224047,0.8923445928888822,0.005733386842461891,0.8166444245102437,0.012022066448330407,0.6385111296564536,0.007646824852612385,0.9008417706472163,0.009328045970647144,0.031813312773767435
0.4,0.8209247637951675,0.0022738407367449516,0.5749667792766566,0.0022094213033334764,0.8731881314349556,0.002159903148134328,0.7694037304360382,0.0071742550381889,0.9027681163567063,0.004700770447218173,0.8353545684233781,0.004522692054185013,0.6383806985102078,0.006875592298208857,0.9086129674273886,0.004936217618027485,0.05630152210532381
0.5,0.8223408146968418,0.0029385780199861346,0.5733340545540254,0.003657082795464423,0.8736122449890033,0.003982639476855923,0.7881629096273297,0.007811941077114983,0.9076685091253006,0.0020768953513475874,0.8446272032548615,0.007236429866821135,0.6419700254732174,0.007076127109200348,0.9173113041305871,0.0037657337347003625,0.08622452228575067
0.6,0.8203931593747843,0.004281167230243764,0.5506032837728335,0.03336246788808278,0.8729222483782625,0.004279219211611661,0.7999350518230507,0.006575611183083821,0.9095549869797699,0.003510784722276621,0.8508533735901306,0.006528337453663099,0.6425576207463534,0.007281041080884423,0.9215925153126472,0.00349211261979424,0.12430994303666006
0.7,0.8196726896426008,0.0033787666163259,0.5719385305213268,0.005589421532726501,0.8744675801908708,0.002592267379894789,0.8177849335197729,0.01100919719804552,0.913929002540943,0.006491334748593462,0.8611809271440733,0.005955544928963702,0.6441024780307358,0.007675577793170781,0.9268668594789622,0.004214552162461783,0.17061502061263265
0.8,0.8178996746673809,0.005884101186049693,0.5597150779459146,0.022954708312354626,0.8738103302953201,0.005508234162901268,0.8303264354415623,0.01180788267138244,0.9146308301889764,0.003030840080528339,0.8628939636226143,0.008239148581165574,0.6466315076370454,0.00565466003576367,0.9295754921345127,0.003698889019629781,0.2208258092296683
0.9,0.8160284060028966,0.011208332249988967,0.5692736394680707,0.022286679896847347,0.8728203057996374,0.007198101154965041,0.8426913132671302,0.013705900572182472,0.915363808578349,0.006861898159488909,0.8677000311014631,0.011356910402411954,0.6513620241711775,0.016610260284273055,0.9334799395563488,0.006756591749055879,0.2807953792527296
