ratio_pair,best_feature,best_feature_std,node2vec,node2vec_std,collection_feature,collection_feature_std,line,line_std,struct2vec,struct2vec_std,deepwalk,deepwalk_std,sdne,sdne_std,ensemble,ensemble_std,ratio_all
0.01,0.5258942621780165,0.02952902567764768,0.7028052316630393,0.05562002891406055,0.53459942950659,0.023931358867826595,0.5268607532242574,0.023402282622084967,0.5299444181661663,0.024142924925873523,0.6620836112206646,0.06396191704479834,0.5827748070948731,0.034003324512385344,0.6429343460879797,0.060549423875891614,0.00015906214253321696
0.02,0.5226848417327478,0.03263079409168646,0.8178936365423685,0.04070537534937917,0.5531664591388689,0.02899908913495501,0.5764171308735828,0.02192306967920565,0.565076610524936,0.021123617681235243,0.808033488433056,0.040402869668897536,0.6665299495379777,0.028636656658851862,0.7763245297857002,0.06807513991776415,0.0004399591176450682
0.03,0.5334715032032379,0.03157325232047078,0.8480809472703843,0.045796753345604194,0.5655307115430845,0.028287122599125986,0.5870219937708618,0.017828697288899503,0.5754502069592425,0.01481274355173802,0.8341271587536996,0.04522197483637411,0.7098011720027689,0.03551951855197402,0.8399821480412106,0.04770149789317285,0.0008990959404182543
0.04,0.5380820705892251,0.023220550241767012,0.8819992086350794,0.016954395895497916,0.5707615309887724,0.02450630279507219,0.5976767129698402,0.020741703246395814,0.5810086221968658,0.018266931055653652,0.8611795412449668,0.02505959133940711,0.7512556345313792,0.023960888654111924,0.8626619701831576,0.05267046358456594,0.001519551106327966
0.05,0.5407069337365171,0.025877188045197463,0.8997611688121998,0.020290827391183944,0.5802978415713645,0.021883020300180505,0.6124958056506274,0.018515360044795332,0.6021307294812429,0.021672839157430505,0.8763849906112368,0.022385060988720566,0.7645283709081243,0.01889384619892942,0.8835165688314115,0.02956934111007424,0.0023769073355850217
0.06,0.5394464790309513,0.029431408836663224,0.9146675975997735,0.022530910269525167,0.5902657770107824,0.020584008224007657,0.6079135022625627,0.02402924848433434,0.6058865161804519,0.020889197871605668,0.8942397196661813,0.01569668688945214,0.7854744794788531,0.01963073192189933,0.9104675962824154,0.022671721950435913,0.0033425611938008646
0.07,0.5451902753295828,0.030214989325425535,0.9206447710072725,0.02102743468621739,0.595984117224855,0.021312571454127155,0.6283271630022905,0.01926686469691843,0.623028374726887,0.020818184560103356,0.9037065526013025,0.018440202887852006,0.7847607556390581,0.02871845857827247,0.9140190097212398,0.019328560454294163,0.0046590542458311065
0.08,0.5494552485998052,0.021997957677040318,0.9269867306856364,0.020467308879774663,0.6114481032794747,0.017173230337940753,0.6444313934299519,0.02187399519292853,0.6394454581368525,0.021673176351287998,0.9126749500237166,0.01635834848743453,0.8050528235774429,0.01981920313623931,0.9229393453734446,0.020995724932124694,0.005864993468299253
0.09,0.5504566489597578,0.02032785894840701,0.9412824691011572,0.013895554976601728,0.612585098398436,0.02278865414871019,0.6469395683891301,0.015052584877717124,0.6537019706161501,0.020989562487159358,0.9275771759576094,0.015295986288118318,0.8277933387958685,0.010404162426602057,0.9385302647829304,0.017269088269038977,0.007455614893631422
0.1,0.5416663131042603,0.03125882533941454,0.9372523958272566,0.019506865299586725,0.6176502330860163,0.020013796175298172,0.6584058136266486,0.016166359736010563,0.6530840806758699,0.016375534239285512,0.9261346701527919,0.009411732357292566,0.829362407653919,0.011131892176696957,0.9305696685882783,0.01182966161845528,0.008833025361950981
